zona,speciesKey,registros,binomio,kingdom,class,family,invasora,habitat,nombre_comun
Rancagua,2441056,1,Capra hircus,Animalia,Mammalia,Bovidae,True,terrestrial,
Rancagua,2703723,1,Bromus catharticus,Plantae,Liliopsida,Poaceae,False,terrestrial,
Rancagua,2891930,1,Casuarina equisetifolia,Plantae,Magnoliopsida,Casuarinaceae,False,terrestrial,
Rancagua,3089561,1,Centaurea cyanus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Rancagua,3112364,1,Cynara cardunculus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Rancagua,3112801,1,Cirsium vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Rancagua,3114667,1,Carduus pycnocephalus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Rancagua,5219173,1,Canis lupus,Animalia,Mammalia,Canidae,False,terrestrial,
Rancagua,5391480,1,Calendula officinalis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Rancagua,8149099,1,Chenopodium murale,Plantae,Liliopsida,Chenopodiaceae,True,terrestrial,
Rancagua,8542672,1,Cotula australis,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Rancagua,9751099,1,Cairina moschata,Animalia,Aves,Anatidae,False,terrestrial|freshwater,
Rancagua,2888380,13,Eschscholzia californica,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,amapola de California
Rancagua,9419993,5,Erodium moschatum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Rancagua,3050595,4,Hirschfeldia incana,Plantae,Magnoliopsida,Brassicaceae,False,terrestrial,
Rancagua,4989904,3,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
Rancagua,5334218,3,Fumaria capreolata,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,flor de la culebra
Rancagua,2913548,2,Galium aparine,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Rancagua,3066386,2,Euphorbia peplus,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Rancagua,9485490,2,Erodium cicutarium,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,alfilerillo
Rancagua,2440886,1,Equus caballus,Animalia,Mammalia,Equidae,False,terrestrial,
Rancagua,2891488,1,Geranium molle,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
