zona,speciesKey,registros,binomio,kingdom,class,family,invasora,habitat,nombre_comun
Chillan,8338793,1,Modiola caroliniana,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Chillan,5231190,6,Passer domesticus,Animalia,Aves,Passeridae,False,terrestrial,gorrión
Chillan,5285727,6,Pinus radiata,Plantae,Pinopsida,Pinaceae,True,terrestrial,pino insigne
Chillan,2436940,3,Oryctolagus cuniculus,Animalia,Mammalia,Leporidae,True,terrestrial,conejo europeo
Chillan,2484396,3,Molothrus bonariensis,Animalia,Aves,Icteridae,True,terrestrial,mirlo / tordo renegrido
Chillan,2704179,2,Poa annua,Plantae,Liliopsida,Poaceae,False,terrestrial,
Chillan,2891664,2,Oxalis articulata,Plantae,Magnoliopsida,Oxalidaceae,True,terrestrial,
Chillan,8208358,2,Plantago lanceolata,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,llantén
Chillan,1114246,1,Phoracantha recurva,Animalia,Insecta,Cerambycidae,False,terrestrial,
Chillan,2888439,1,Papaver somniferum,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
Chillan,5190769,1,Oxychilus alliarius,Animalia,Gastropoda,Zonitidae,False,terrestrial,
Chillan,5341784,1,Physalis peruviana,Plantae,Magnoliopsida,Solanaceae,True,terrestrial,
Chillan,7733140,1,Parentucellia viscosa,Plantae,Magnoliopsida,Orobanchaceae,False,terrestrial,
Chillan,5352251,60,Robinia pseudoacacia,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Chillan,2996929,18,Rubus ulmifolius,Plantae,Magnoliopsida,Rosaceae,True,terrestrial,zarzamora
Chillan,3040983,5,Raphanus raphanistrum,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Chillan,3084719,5,Portulaca oleracea,Plantae,Magnoliopsida,Portulacaceae,False,terrestrial,
Chillan,2888995,2,Rumex acetosella,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
Chillan,3145214,2,Silybum marianum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,cardo mariano
Chillan,5364245,2,Sanguisorba minor,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
Chillan,5372639,2,Salix babylonica,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,sauce llorón
Chillan,2888978,1,Rumex pulcher,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
Chillan,2889011,1,Rumex obtusifolius,Plantae,Magnoliopsida,Polygonaceae,True,terrestrial,
Chillan,2931104,1,Solanum pseudocapsicum,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Chillan,3002461,1,Rosa canina,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
Chillan,3033318,1,Ranunculus muricatus,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Chillan,3040227,1,Populus nigra,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,
Chillan,3105782,1,Sonchus asper,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Chillan,3108983,1,Senecio vulgaris,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Chillan,5339050,1,Sherardia arvensis,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Chillan,7678610,1,Raphanus sativus,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Chillan,5347796,18,Teline monspessulana,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Chillan,1311649,6,Vespula germanica,Animalia,Insecta,Vespidae,True,terrestrial,avispa chaqueta amarilla
Chillan,5358748,6,Trifolium repens,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol blanco
Chillan,3172077,5,Veronica persica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Chillan,3171954,4,Verbascum virgatum,Plantae,Magnoliopsida,Scrophulariaceae,False,terrestrial,verbasco
Chillan,5394163,4,Taraxacum officinale,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,diente de león
Chillan,3169708,3,Vinca major,Plantae,Magnoliopsida,Apocynaceae,False,terrestrial,
Chillan,5384604,3,Stellaria media,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Chillan,2889934,2,Tropaeolum majus,Plantae,Magnoliopsida,Tropaeolaceae,False,terrestrial,
Chillan,2975014,2,Vicia sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Chillan,3171949,2,Verbascum thapsus,Plantae,Magnoliopsida,Scrophulariaceae,True,terrestrial,
Chillan,3172086,2,Veronica anagallis-aquatica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial|freshwater,
Chillan,3118430,1,Tanacetum parthenium,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Chillan,5359246,1,Trifolium arvense,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Chillan,5359378,1,Trifolium incarnatum,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Chillan,5359429,1,Trifolium dubium,Plantae,Liliopsida,Fabaceae,False,terrestrial,
Chillan,5361815,1,Urtica urens,Plantae,Magnoliopsida,Urticaceae,False,terrestrial,
Chillan,5361865,1,Ulmus minor,Plantae,Magnoliopsida,Ulmaceae,False,terrestrial,
Chillan,8324121,1,Trifolium pratense,Plantae,Liliopsida,Fabaceae,False,terrestrial,
Puerto Montt,1340503,16,Bombus terrestris,Animalia,Insecta,Apidae,True,terrestrial,abejorro europeo
Puerto Montt,1340383,3,Bombus ruderatus,Animalia,Insecta,Apidae,True,terrestrial,
Puerto Montt,3117424,3,Bellis perennis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Puerto Montt,2979000,2,Acacia melanoxylon,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,aromo negro
Puerto Montt,2979474,2,Acacia dealbata,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,aromo australiano
Puerto Montt,3042845,2,Brassica oleracea,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Puerto Montt,3120060,2,Achillea millefolium,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Puerto Montt,2865100,1,Alisma plantago-aquatica,Plantae,Liliopsida,Alismataceae,False,freshwater,
Puerto Montt,2876213,1,Alnus glutinosa,Plantae,Magnoliopsida,Betulaceae,False,terrestrial,
Puerto Montt,5200757,1,Botryllus schlosseri,Animalia,Ascidiacea,Styelidae,False,marine,
Puerto Montt,2495414,29,Columba livia,Animalia,Aves,Columbidae,False,terrestrial,paloma doméstica
Puerto Montt,5858758,15,Cornu aspersum,Animalia,Gastropoda,Helicidae,True,terrestrial,caracol de jardín
Puerto Montt,2747939,12,Crocosmia crocosmiiflora,Plantae,Liliopsida,Iridaceae,False,terrestrial,
Puerto Montt,5219173,8,Canis lupus,Animalia,Mammalia,Canidae,False,terrestrial,
Puerto Montt,3112801,5,Cirsium vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Puerto Montt,3034807,2,Conium maculatum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,cicuta
Puerto Montt,3112110,2,Cotula coronopifolia,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Puerto Montt,2441056,1,Capra hircus,Animalia,Mammalia,Bovidae,True,terrestrial,
Puerto Montt,2480830,1,Bubulcus ibis,Animalia,Aves,Ardeidae,True,terrestrial|freshwater,garza boyera
Puerto Montt,2928441,1,Calystegia sepium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Puerto Montt,3103791,1,Chamomilla suaveolens,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Puerto Montt,4984851,1,Bugula neritina,Animalia,Gymnolaemata,Bugulidae,True,marine,
Puerto Montt,8200663,1,Cymbalaria muralis,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Puerto Montt,8370958,1,Chamomilla recutita,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Puerto Montt,5414995,14,Digitalis purpurea,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Puerto Montt,3034922,6,Foeniculum vulgare,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,hinojo
Puerto Montt,2889173,4,Fallopia japonica,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
Puerto Montt,4989904,3,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
Puerto Montt,2435035,2,Felis catus,Animalia,Mammalia,Felidae,True,terrestrial,
Puerto Montt,2925892,2,Echium vulgare,Plantae,Magnoliopsida,Boraginaceae,False,terrestrial,
Puerto Montt,5354656,2,Cytisus scoparius,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Puerto Montt,2440886,1,Equus caballus,Animalia,Mammalia,Equidae,False,terrestrial,
Puerto Montt,2705308,1,Dactylis glomerata,Plantae,Liliopsida,Poaceae,False,terrestrial,
Puerto Montt,2888380,1,Eschscholzia californica,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,amapola de California
Puerto Montt,2890668,1,Geranium robertianum,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Puerto Montt,2913548,1,Galium aparine,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Puerto Montt,3066386,1,Euphorbia peplus,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Puerto Montt,3147168,1,Erigeron karvinskianus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Puerto Montt,2963807,3,Lupinus arboreus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Puerto Montt,8848598,3,Leucanthemum vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Puerto Montt,3134857,2,Lapsana communis,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Puerto Montt,3189525,2,Hypericum androsaemum,Plantae,Magnoliopsida,Hypericaceae,False,terrestrial,
Puerto Montt,5357013,2,Lotus corniculatus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Puerto Montt,7952072,2,Lepus europaeus,Animalia,Mammalia,Leporidae,True,terrestrial,
Puerto Montt,2434333,1,Lycalopex griseus,Animalia,Mammalia,Canidae,False,terrestrial,
Puerto Montt,2701311,1,Juncus effusus,Plantae,Liliopsida,Juncaceae,False,terrestrial|freshwater,
Puerto Montt,2706164,1,Holcus lanatus,Plantae,Liliopsida,Poaceae,False,terrestrial,
Puerto Montt,3189486,1,Hypericum perforatum,Plantae,Magnoliopsida,Hypericaceae,True,terrestrial,
Puerto Montt,5384741,1,Lychnis coronaria,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Puerto Montt,5231190,20,Passer domesticus,Animalia,Aves,Passeridae,False,terrestrial,gorrión
Puerto Montt,7733140,6,Parentucellia viscosa,Plantae,Magnoliopsida,Orobanchaceae,False,terrestrial,
Puerto Montt,8208358,6,Plantago lanceolata,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,llantén
Puerto Montt,2484396,2,Molothrus bonariensis,Animalia,Aves,Icteridae,True,terrestrial,mirlo / tordo renegrido
Puerto Montt,5204019,2,Oncorhynchus mykiss,Animalia,Actinopterygii,Salmonidae,True,freshwater|brackish|marine,
Puerto Montt,3033339,6,Ranunculus repens,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Puerto Montt,5341297,4,Prunella vulgaris,Plantae,Magnoliopsida,Lamiaceae,False,terrestrial,
Puerto Montt,8174785,3,Rosa rubiginosa,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,rosa mosqueta
Puerto Montt,2996929,2,Rubus ulmifolius,Plantae,Magnoliopsida,Rosaceae,True,terrestrial,zarzamora
Puerto Montt,3108983,2,Senecio vulgaris,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Puerto Montt,5372639,2,Salix babylonica,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,sauce llorón
Puerto Montt,2888995,1,Rumex acetosella,Plantae,Magnoliopsida,Polygonaceae,False,terrestrial,
Puerto Montt,5352251,1,Robinia pseudoacacia,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Puerto Montt,5384848,1,Silene gallica,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Puerto Montt,8215487,1,Salmo trutta,Animalia,Actinopterygii,Salmonidae,True,freshwater|brackish|marine,
Puerto Montt,2951984,17,Ulex europaeus,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,espinillo
Puerto Montt,5358748,11,Trifolium repens,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol blanco
Puerto Montt,8324121,8,Trifolium pratense,Plantae,Liliopsida,Fabaceae,False,terrestrial,
Puerto Montt,1311649,4,Vespula germanica,Animalia,Insecta,Vespidae,True,terrestrial,avispa chaqueta amarilla
Puerto Montt,3169708,2,Vinca major,Plantae,Magnoliopsida,Apocynaceae,False,terrestrial,
Puerto Montt,3171949,2,Verbascum thapsus,Plantae,Magnoliopsida,Scrophulariaceae,True,terrestrial,
Puerto Montt,5359429,2,Trifolium dubium,Plantae,Liliopsida,Fabaceae,False,terrestrial,
Puerto Montt,5394163,2,Taraxacum officinale,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,diente de león
Puerto Montt,2868827,1,Zantedeschia aethiopica,Plantae,Liliopsida,Araceae,False,terrestrial|freshwater,
Puerto Montt,3118430,1,Tanacetum parthenium,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Puerto Montt,3172057,1,Veronica serpyllifolia,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Puerto Montt,3172077,1,Veronica persica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Calama,9657641,1,Acacia visco,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Calama,2495414,4,Columba livia,Animalia,Aves,Columbidae,False,terrestrial,paloma doméstica
Calama,2480830,2,Bubulcus ibis,Animalia,Aves,Ardeidae,True,terrestrial|freshwater,garza boyera
Calama,2703723,1,Bromus catharticus,Plantae,Liliopsida,Poaceae,False,terrestrial,
Calama,9151957,1,Medicago sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Calama,5204019,1,Oncorhynchus mykiss,Animalia,Actinopterygii,Salmonidae,True,freshwater|brackish|marine,
Calama,2439261,1,Rattus norvegicus,Animalia,Mammalia,Muridae,True,terrestrial,rata gris
Osorno,1340503,43,Bombus terrestris,Animalia,Insecta,Apidae,True,terrestrial,abejorro europeo
Osorno,2979474,15,Acacia dealbata,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,aromo australiano
Osorno,2979000,7,Acacia melanoxylon,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,aromo negro
Osorno,3117424,6,Bellis perennis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Osorno,3120060,6,Achillea millefolium,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Osorno,2876213,4,Alnus glutinosa,Plantae,Magnoliopsida,Betulaceae,False,terrestrial,
Osorno,8971274,4,Beta vulgaris,Plantae,Magnoliopsida,Chenopodiaceae,False,terrestrial,
Osorno,1340383,3,Bombus ruderatus,Animalia,Insecta,Apidae,True,terrestrial,
Osorno,2926110,2,Borago officinalis,Plantae,Magnoliopsida,Boraginaceae,True,terrestrial,
Osorno,5391802,1,Bidens aurea,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Osorno,5219173,10,Canis lupus,Animalia,Mammalia,Canidae,False,terrestrial,
Osorno,5858758,9,Cornu aspersum,Animalia,Gastropoda,Helicidae,True,terrestrial,caracol de jardín
Osorno,5392252,6,Cichorium intybus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,chicoria
Osorno,3034807,4,Conium maculatum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,cicuta
Osorno,3112801,4,Cirsium vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Osorno,2480830,2,Bubulcus ibis,Animalia,Aves,Ardeidae,True,terrestrial|freshwater,garza boyera
Osorno,2495414,2,Columba livia,Animalia,Aves,Columbidae,False,terrestrial,paloma doméstica
Osorno,5391480,2,Calendula officinalis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Osorno,9890104,2,Candidula intersecta,Animalia,Gastropoda,Hygromiidae,False,terrestrial,
Osorno,3103791,1,Chamomilla suaveolens,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Osorno,4989904,25,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
Osorno,3176787,7,Eucalyptus globulus,Plantae,Magnoliopsida,Myrtaceae,True,terrestrial,
Osorno,3034922,6,Foeniculum vulgare,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,hinojo
Osorno,2435035,5,Felis catus,Animalia,Mammalia,Felidae,True,terrestrial,
Osorno,3066386,3,Euphorbia peplus,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Osorno,3066965,3,Euphorbia lathyris,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Osorno,2925892,2,Echium vulgare,Plantae,Magnoliopsida,Boraginaceae,False,terrestrial,
Osorno,5354656,2,Cytisus scoparius,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Osorno,5414995,2,Digitalis purpurea,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Osorno,2705308,1,Dactylis glomerata,Plantae,Liliopsida,Poaceae,False,terrestrial,
Osorno,2913548,1,Galium aparine,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Osorno,2925895,1,Echium plantagineum,Plantae,Magnoliopsida,Boraginaceae,True,terrestrial,
Osorno,2975667,1,Galega officinalis,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,galega
Osorno,3119175,1,Helianthus tuberosus,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Osorno,3147168,1,Erigeron karvinskianus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Osorno,4286975,1,Cyprinus carpio,Animalia,Actinopterygii,Cyprinidae,True,freshwater,
Osorno,5334218,1,Fumaria capreolata,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,flor de la culebra
Osorno,3093702,2,Hypochaeris radicata,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Osorno,3189525,2,Hypericum androsaemum,Plantae,Magnoliopsida,Hypericaceae,False,terrestrial,
Osorno,2434333,1,Lycalopex griseus,Animalia,Mammalia,Canidae,False,terrestrial,
Osorno,3134857,1,Lapsana communis,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Osorno,5384741,1,Lychnis coronaria,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Osorno,7886346,1,Hordeum murinum,Plantae,Liliopsida,Poaceae,False,terrestrial,
Osorno,8338793,1,Modiola caroliniana,Plantae,Magnoliopsida,Malvaceae,False,terrestrial,
Osorno,8848598,1,Leucanthemum vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Osorno,5231190,6,Passer domesticus,Animalia,Aves,Passeridae,False,terrestrial,gorrión
Osorno,2484396,5,Molothrus bonariensis,Animalia,Aves,Icteridae,True,terrestrial,mirlo / tordo renegrido
Osorno,8208358,4,Plantago lanceolata,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,llantén
Osorno,3189767,2,Plantago major,Plantae,Magnoliopsida,Plantaginaceae,True,terrestrial,
Osorno,5285727,2,Pinus radiata,Plantae,Pinopsida,Pinaceae,True,terrestrial,pino insigne
Osorno,7733140,2,Parentucellia viscosa,Plantae,Magnoliopsida,Orobanchaceae,False,terrestrial,
Osorno,2888439,1,Papaver somniferum,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,
Osorno,3145214,11,Silybum marianum,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,cardo mariano
Osorno,3040227,4,Populus nigra,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,
Osorno,5372639,3,Salix babylonica,Plantae,Magnoliopsida,Salicaceae,False,terrestrial,sauce llorón
Osorno,5352251,2,Robinia pseudoacacia,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Osorno,2996929,1,Rubus ulmifolius,Plantae,Magnoliopsida,Rosaceae,True,terrestrial,zarzamora
Osorno,3033339,1,Ranunculus repens,Plantae,Magnoliopsida,Ranunculaceae,True,terrestrial,
Osorno,3040983,1,Raphanus raphanistrum,Plantae,Magnoliopsida,Brassicaceae,True,terrestrial,
Osorno,3085360,1,Saponaria officinalis,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Osorno,3085810,1,Spergula arvensis,Plantae,Magnoliopsida,Caryophyllaceae,False,terrestrial,
Osorno,5339050,1,Sherardia arvensis,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Osorno,8174785,1,Rosa rubiginosa,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,rosa mosqueta
Osorno,8215487,1,Salmo trutta,Animalia,Actinopterygii,Salmonidae,True,freshwater|brackish|marine,
Osorno,5358748,7,Trifolium repens,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,trébol blanco
Osorno,3172086,5,Veronica anagallis-aquatica,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial|freshwater,
Osorno,8324121,5,Trifolium pratense,Plantae,Liliopsida,Fabaceae,False,terrestrial,
Osorno,5394163,4,Taraxacum officinale,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,diente de león
Osorno,1311649,3,Vespula germanica,Animalia,Insecta,Vespidae,True,terrestrial,avispa chaqueta amarilla
Osorno,3169708,3,Vinca major,Plantae,Magnoliopsida,Apocynaceae,False,terrestrial,
Osorno,2765156,1,Tradescantia fluminensis,Plantae,Liliopsida,Commelinaceae,False,terrestrial,
Osorno,2868827,1,Zantedeschia aethiopica,Plantae,Liliopsida,Araceae,False,terrestrial|freshwater,
Osorno,2975014,1,Vicia sativa,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Osorno,3118430,1,Tanacetum parthenium,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Osorno,3171949,1,Verbascum thapsus,Plantae,Magnoliopsida,Scrophulariaceae,True,terrestrial,
Osorno,3171954,1,Verbascum virgatum,Plantae,Magnoliopsida,Scrophulariaceae,False,terrestrial,verbasco
Osorno,5331235,1,Viola arvensis,Plantae,Magnoliopsida,Violaceae,False,terrestrial,
Osorno,5347796,1,Teline monspessulana,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Valdivia,1340503,22,Bombus terrestris,Animalia,Insecta,Apidae,True,terrestrial,abejorro europeo
Valdivia,2979000,18,Acacia melanoxylon,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,aromo negro
Valdivia,2876213,10,Alnus glutinosa,Plantae,Magnoliopsida,Betulaceae,False,terrestrial,
Valdivia,2979474,5,Acacia dealbata,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,aromo australiano
Valdivia,3120060,5,Achillea millefolium,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Valdivia,5325855,5,Amaryllis belladonna,Plantae,Liliopsida,Amaryllidaceae,False,terrestrial,
Valdivia,1340383,3,Bombus ruderatus,Animalia,Insecta,Apidae,True,terrestrial,
Valdivia,3117424,3,Bellis perennis,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Valdivia,8184903,3,Anagallis arvensis,Plantae,Magnoliopsida,Primulaceae,True,terrestrial,
Valdivia,2865100,2,Alisma plantago-aquatica,Plantae,Liliopsida,Alismataceae,False,freshwater,
Valdivia,5391802,2,Bidens aurea,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Valdivia,2441022,1,Bos taurus,Animalia,Mammalia,Bovidae,True,terrestrial,
Valdivia,3033191,1,Aquilegia vulgaris,Plantae,Magnoliopsida,Ranunculaceae,False,terrestrial,
Valdivia,3114986,1,Arctotheca calendula,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Valdivia,2495414,16,Columba livia,Animalia,Aves,Columbidae,False,terrestrial,paloma doméstica
Valdivia,5858758,16,Cornu aspersum,Animalia,Gastropoda,Helicidae,True,terrestrial,caracol de jardín
Valdivia,2747939,11,Crocosmia crocosmiiflora,Plantae,Liliopsida,Iridaceae,False,terrestrial,
Valdivia,5228080,8,Callipepla californica,Animalia,Aves,Odontophoridae,False,terrestrial,codorniz de California
Valdivia,2928441,5,Calystegia sepium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Valdivia,2480830,3,Bubulcus ibis,Animalia,Aves,Ardeidae,True,terrestrial|freshwater,garza boyera
Valdivia,3103791,3,Chamomilla suaveolens,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Valdivia,3034807,2,Conium maculatum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,cicuta
Valdivia,5392252,2,Cichorium intybus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,chicoria
Valdivia,7439391,2,Centaurium pulchellum,Plantae,Magnoliopsida,Gentianaceae,False,terrestrial,
Valdivia,2440958,1,Cervus elaphus,Animalia,Mammalia,Cervidae,True,terrestrial,
Valdivia,2702792,1,Briza maxima,Plantae,Liliopsida,Poaceae,True,terrestrial,
Valdivia,2928390,1,Convolvulus arvensis,Plantae,Magnoliopsida,Convolvulaceae,False,terrestrial,
Valdivia,3034871,1,Coriandrum sativum,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,
Valdivia,3112801,1,Cirsium vulgare,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Valdivia,5219173,1,Canis lupus,Animalia,Mammalia,Canidae,False,terrestrial,
Valdivia,5403304,1,Crepis capillaris,Plantae,Magnoliopsida,Asteraceae,False,terrestrial,
Valdivia,4989904,38,Harmonia axyridis,Animalia,Insecta,Coccinellidae,False,terrestrial,chinita asiática
Valdivia,5414995,21,Digitalis purpurea,Plantae,Magnoliopsida,Plantaginaceae,False,terrestrial,
Valdivia,5329263,7,Egeria densa,Plantae,Liliopsida,Hydrocharitaceae,True,freshwater,
Valdivia,3034922,6,Foeniculum vulgare,Plantae,Magnoliopsida,Apiaceae,False,terrestrial,hinojo
Valdivia,5354656,6,Cytisus scoparius,Plantae,Magnoliopsida,Fabaceae,True,terrestrial,
Valdivia,2975667,3,Galega officinalis,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,galega
Valdivia,3066386,3,Euphorbia peplus,Plantae,Magnoliopsida,Euphorbiaceae,False,terrestrial,
Valdivia,2350570,2,Gambusia holbrooki,Animalia,Actinopterygii,Poeciliidae,True,freshwater|brackish,
Valdivia,2435035,2,Felis catus,Animalia,Mammalia,Felidae,True,terrestrial,
Valdivia,2440886,2,Equus caballus,Animalia,Mammalia,Equidae,False,terrestrial,
Valdivia,2705308,2,Dactylis glomerata,Plantae,Liliopsida,Poaceae,False,terrestrial,
Valdivia,2891488,2,Geranium molle,Plantae,Magnoliopsida,Geraniaceae,False,terrestrial,
Valdivia,2925895,2,Echium plantagineum,Plantae,Magnoliopsida,Boraginaceae,True,terrestrial,
Valdivia,5334218,2,Fumaria capreolata,Plantae,Magnoliopsida,Papaveraceae,False,terrestrial,flor de la culebra
Valdivia,5354707,2,Cytisus striatus,Plantae,Magnoliopsida,Fabaceae,False,terrestrial,
Valdivia,5365717,2,Duchesnea indica,Plantae,Magnoliopsida,Rosaceae,False,terrestrial,
Valdivia,2715482,1,Cyperus eragrostis,Plantae,Liliopsida,Cyperaceae,False,terrestrial|freshwater,
Valdivia,2888380,1,Eschscholzia californica,Plantae,Magnoliopsida,Papaveraceae,True,terrestrial,amapola de California
Valdivia,2913548,1,Galium aparine,Plantae,Magnoliopsida,Rubiaceae,False,terrestrial,
Valdivia,2928751,1,Datura stramonium,Plantae,Magnoliopsida,Solanaceae,False,terrestrial,
Valdivia,3147168,1,Erigeron karvinskianus,Plantae,Magnoliopsida,Asteraceae,True,terrestrial,
Valdivia,5289972,1,Digitaria sanguinalis,Plantae,Liliopsida,Poaceae,True,terrestrial,
