zona,speciesKey,registros
Melipilla,8542672,1
Melipilla,3066386,7
Melipilla,9419993,7
Melipilla,2888380,5
Melipilla,3066367,5
Melipilla,5334218,5
Melipilla,2928751,3
Melipilla,2975667,3
Melipilla,3050595,2
Melipilla,3176787,2
Melipilla,2440886,1
Melipilla,3034922,1
Melipilla,3068153,1
Melipilla,3172358,1
Melipilla,4989904,1
Melipilla,5531376,1
Melipilla,9485490,1
Melipilla,7886346,7
Melipilla,2926679,4
Melipilla,3140490,4
Melipilla,3152378,4
Melipilla,5289762,3
Melipilla,2434333,2
Melipilla,2971016,2
Melipilla,2971095,2
Melipilla,3935079,2
Melipilla,5373358,2
Melipilla,2706241,1
Melipilla,2927069,1
Melipilla,3086240,1
Melipilla,3093702,1
Melipilla,3170819,1
Melipilla,3188747,1
Melipilla,4129708,1
Melipilla,5289906,1
Melipilla,7515045,1
Melipilla,9151957,1
Melipilla,8208358,5
Melipilla,2888439,4
Melipilla,2891661,4
Melipilla,2928783,4
Melipilla,3141855,4
Melipilla,2484396,2
Melipilla,2891664,2
Melipilla,3085381,2
Melipilla,3188875,2
Melipilla,5231190,2
Melipilla,5828201,2
Melipilla,7821030,2
Melipilla,1114246,1
Melipilla,2704179,1
Melipilla,2705162,1
Melipilla,2888443,1
Melipilla,2928905,1
Melipilla,3189767,1
Melipilla,5290192,1
Melipilla,5341112,1
Melipilla,5361801,1
Melipilla,8427624,1
Melipilla,3145214,6
Melipilla,5380041,6
Melipilla,3046851,4
Melipilla,3108983,4
Melipilla,5373368,4
Melipilla,2888978,3
Melipilla,2984366,2
Melipilla,3084719,2
Melipilla,5289919,2
Melipilla,2439261,1
Melipilla,2705185,1
Melipilla,3033318,1
Melipilla,3131229,1
Melipilla,4492199,1
Melipilla,5384848,1
Melipilla,7678610,1
Melipilla,8195144,1
Melipilla,3171954,8
Melipilla,5361815,8
Melipilla,5394163,8
Melipilla,5358748,7
Melipilla,3089150,4
Melipilla,3169708,3
Melipilla,3096624,2
Melipilla,3172077,2
Melipilla,5217334,2
Melipilla,5359510,2
Melipilla,8311921,2
Melipilla,2889934,1
Melipilla,3172086,1
Melipilla,5358935,1
Melipilla,5359395,1
Los Andes,2979474,4
Los Andes,1340503,1
Los Andes,2495414,2
Los Andes,5219173,2
Los Andes,5228080,2
Los Andes,5392252,2
Los Andes,1626096,1
Los Andes,2928390,1
Los Andes,3112364,1
Los Andes,9751099,1
Los Andes,2888380,5
Los Andes,4989904,4
Los Andes,3176787,1
Los Andes,5334218,1
Los Andes,7894250,1
Los Andes,2927069,3
Los Andes,2926679,2
Los Andes,2706241,1
Los Andes,3935079,1
Los Andes,5289762,1
Los Andes,7886346,1
Los Andes,8338793,1
Los Andes,9151957,1
Los Andes,2484396,2
Los Andes,3188875,2
Los Andes,1114246,1
Los Andes,2436940,1
Los Andes,2888439,1
Los Andes,2928783,1
Los Andes,3084719,2
Los Andes,3040983,1
Los Andes,3171954,3
Los Andes,5421116,1
Angol,1340503,2
Angol,2979474,1
Angol,3120060,1
Angol,5858758,2
Angol,2702792,1
Angol,2702793,1
Angol,4064467,1
Angol,2925895,2
Angol,4989904,2
Angol,2888380,1
Angol,2975667,1
Angol,2964025,2
Angol,2927189,1
Angol,3086240,1
Angol,6413649,1
Angol,5231190,2
Angol,2477581,1
Angol,2888443,1
Angol,5341112,1
Angol,8208358,1
Angol,2888995,2
Angol,3040983,1
Angol,3145214,1
Angol,5289684,1
Angol,8174785,1
Angol,2702740,1
Castro,1340503,7
Castro,1340383,4
Castro,2979474,4
Castro,2979000,3
Castro,5325855,1
Castro,5858758,6
Castro,2495414,4
Castro,5391480,3
Castro,3085440,1
Castro,3103791,1
Castro,5219173,1
Castro,5375388,1
Castro,7903057,1
Castro,5414995,5
Castro,3034922,4
Castro,2435035,2
Castro,2925892,1
Castro,3147168,1
Castro,2965201,2
Castro,2963807,1
Castro,5231190,12
Castro,2484396,2
Castro,2704179,1
Castro,2891664,1
Castro,5190769,1
Castro,5341183,1
Castro,7733140,1
Castro,8262702,1
Castro,3108983,2
Castro,2439261,1
Castro,2889011,1
Castro,2996929,1
Castro,5341297,1
Castro,5384848,1
Castro,1311649,3
Castro,2951984,3
Castro,5358748,3
Castro,5394163,2
Castro,3169708,1
Castro,3171954,1
Castro,3172062,1
Castro,8324121,1
Villarrica,1340503,9
Villarrica,2876213,3
Villarrica,1340383,2
Villarrica,2979474,2
Villarrica,2979000,1
Villarrica,3120060,1
Villarrica,2480830,6
Villarrica,2495414,4
Villarrica,5228080,3
Villarrica,2747939,1
Villarrica,3034807,1
Villarrica,3112801,1
Villarrica,5219173,1
Villarrica,5392252,1
Villarrica,4989904,9
Villarrica,2925892,4
Villarrica,3034742,3
Villarrica,2705308,1
Villarrica,2715482,1
Villarrica,2888380,1
Villarrica,2975667,1
Villarrica,3147168,1
Villarrica,3189152,1
Villarrica,3189525,3
Villarrica,8338793,3
Villarrica,2434333,1
Villarrica,2701311,1
Villarrica,2706026,1
Villarrica,2873896,1
Villarrica,3935079,1
Villarrica,5341501,1
Villarrica,5231190,5
Villarrica,7733140,2
Villarrica,2436940,1
Villarrica,2477581,1
Villarrica,3189767,1
Villarrica,5190769,1
Villarrica,5204019,1
Villarrica,3033339,4
Villarrica,5341297,3
Villarrica,2439261,1
Villarrica,3108983,1
Villarrica,5384848,1
Villarrica,7678610,1
Villarrica,8174785,1
Villarrica,8324121,4
Villarrica,3171949,2
Villarrica,3172086,2
Villarrica,5358748,2
Villarrica,2868827,1
Villarrica,3118274,1
Villarrica,3169708,1
Villarrica,3171954,1
Puerto Varas,1340503,12
Puerto Varas,2876213,7
Puerto Varas,2979000,5
Puerto Varas,1340383,4
Puerto Varas,3120060,4
Puerto Varas,2979474,3
Puerto Varas,3117424,3
Puerto Varas,3042845,2
Puerto Varas,8184903,2
Puerto Varas,2441022,1
Puerto Varas,2926110,1
Puerto Varas,5325855,1
Puerto Varas,5391802,1
Puerto Varas,2747939,13
Puerto Varas,2495414,10
Puerto Varas,5858758,9
Puerto Varas,8200663,5
Puerto Varas,3034807,4
Puerto Varas,3112801,3
Puerto Varas,9751099,3
Puerto Varas,2480830,2
Puerto Varas,5392252,2
Puerto Varas,3034871,1
Puerto Varas,3103791,1
Puerto Varas,4408321,1
Puerto Varas,5219173,1
Puerto Varas,5414995,9
Puerto Varas,4989904,7
Puerto Varas,3034922,6
Puerto Varas,2925892,4
Puerto Varas,2888380,2
Puerto Varas,3147168,2
Puerto Varas,5354656,2
Puerto Varas,2435035,1
Puerto Varas,2440886,1
Puerto Varas,3066386,1
Puerto Varas,5334218,1
Puerto Varas,5354707,1
Puerto Varas,3189525,10
Puerto Varas,2434333,3
Puerto Varas,2963807,3
Puerto Varas,3189486,2
Puerto Varas,2701311,1
Puerto Varas,2706164,1
Puerto Varas,2928576,1
Puerto Varas,3093702,1
Puerto Varas,5341501,1
Puerto Varas,5373358,1
Puerto Varas,7515045,1
Puerto Varas,7952072,1
Puerto Varas,8848598,1
Puerto Varas,5231190,34
Puerto Varas,8208358,5
Puerto Varas,2484396,2
Puerto Varas,7733140,2
Puerto Varas,2477581,1
Puerto Varas,2704179,1
Puerto Varas,2888443,1
Puerto Varas,5204019,1
Puerto Varas,9018536,1
Puerto Varas,3033339,7
Puerto Varas,5341297,6
Puerto Varas,5384848,2
Puerto Varas,2439261,1
Puerto Varas,2888951,1
Puerto Varas,2889011,1
Puerto Varas,2984366,1
Puerto Varas,2996929,1
Puerto Varas,3085360,1
Puerto Varas,5372639,1
Puerto Varas,7678610,1
Puerto Varas,2951984,9
Puerto Varas,8324121,8
Puerto Varas,3169708,4
Puerto Varas,1311649,2
Puerto Varas,3172086,2
Puerto Varas,5347796,2
Puerto Varas,5358748,2
Puerto Varas,2868827,1
Puerto Varas,5394163,1
Quillota,1340503,3
Quillota,5371743,2
Quillota,8971274,2
Quillota,2441022,1
Quillota,2926110,1
Quillota,3120060,1
Quillota,3974754,1
Quillota,5219173,5
Quillota,5228080,3
Quillota,5858758,3
Quillota,3034807,2
Quillota,3128091,2
Quillota,5392252,2
Quillota,2928390,1
Quillota,3083838,1
Quillota,5375388,1
Quillota,5376961,1
Quillota,7627205,1
Quillota,8149099,1
Quillota,2888380,9
Quillota,4989904,6
Quillota,2890212,1
Quillota,2913548,1
Quillota,3066386,1
Quillota,3068153,1
Quillota,5334218,1
Quillota,5531376,1
Quillota,7894250,1
Quillota,9297163,1
Quillota,2434333,3
Quillota,2926679,2
Quillota,5289762,2
Quillota,2965527,1
Quillota,2971016,1
Quillota,3152367,1
Quillota,3152378,1
Quillota,2891661,3
Quillota,2888439,2
Quillota,8427624,2
Quillota,2479407,1
Quillota,2928774,1
Quillota,2928783,1
Quillota,3189767,1
Quillota,5231190,1
Quillota,5289744,1
Quillota,5361801,1
Quillota,8208358,1
Quillota,3145214,3
Quillota,5380041,3
Quillota,2996929,1
Quillota,3033318,1
Quillota,3033374,1
Quillota,3040983,1
Quillota,7538163,1
Quillota,3172077,4
Quillota,3171954,3
Quillota,5331181,3
Quillota,5359378,3
Quillota,1311649,2
Quillota,5361815,2
Quillota,2868827,1
Quillota,3169708,1
Quillota,3172086,1
Quillota,5358748,1
Quillota,5384604,1
Quillota,5394163,1
